scheme_name,rating,category,sub_category,returns_1yr,returns_3yr,returns_5yr
SBI Long Term Advantage Fund,,Equity,ELSS Mutual Funds,4.5,28.2,
DSP US Flexible Equity Fund,,Other,FoFs Overseas,2.2,23.8,13.6
Invesco India Multicap Fund,,Equity,Multi Cap Funds,1.4,27,11
SBI Long Term Advantage Fund,,Equity,ELSS Mutual Funds,-2.7,25.1,
Invesco India PSU Equity Fund,,Equity,Sectoral / Thematic Mutual Funds,16.2,26.5,12.6
Tata Young Citizens Fund,,Solution Oriented,Childrens Funds,1.5,27.3,10.3
UTI-Dividend Yield Fund,,Equity,Dividend Yield Funds,-1.5,26.8,11.3
Sundaram Dividend Yield Fund,,Equity,Dividend Yield Funds,3.2,26.4,11.7
SBI Magnum Global Fund,,Equity,Sectoral / Thematic Mutual Funds,1.6,24.1,11.5
ICICI Pru US Bluechip Equity Fund,,Equity,Sectoral / Thematic Mutual Funds,4.8,23.4,15.9
UTI-CCF Investment Plan – Direct Growth,,Solution Oriented,Childrens Funds,-3.3,24.1,10.1
Sundaram LT Tax Advantage Fund,,Equity,ELSS Mutual Funds,4,29.2,12.5
AXIS Capital Builder Fund,,Equity,Multi Cap Funds,-2.4,22.5,
Aditya Birla SL Dividend Yield Fund,,Equity,Dividend Yield Funds,6.2,30.5,10
Tata India Tax Savings Fund,,Equity,ELSS Mutual Funds,2.2,26.5,12
Sundaram LT Tax Advantage Fund,,Equity,ELSS Mutual Funds,4.4,29.6,11.5
Aditya Birla SL Global Emerging Oppt Fund,,Other,FoFs Overseas,-5.7,18.8,8.3
HDFC Children’s Gift Fund,,Solution Oriented,Childrens Funds,10.5,26.8,12.9
Edelweiss US Value Equity Offshore Fund,,Other,FoFs Overseas,2,23.8,11.5
AXIS Capital Builder Fund,,Equity,Multi Cap Funds,-0.7,33.7,11.3
SBI Equity Minimum Variance – Direct Growth,,Equity,Sectoral / Thematic Mutual Funds,4.9,27,
Nippon India Multi Cap Fund,,Equity,Multi Cap Funds,10.7,33.7,13.2
AXIS Children’s Gift Fund,,Solution Oriented,Childrens Funds,-6.5,17.8,10.1
Nippon India Quant Fund,,Equity,Sectoral / Thematic Mutual Funds,5,26.9,11.9
SBI Magnum Equity ESG Fund,,Equity,Sectoral / Thematic Mutual Funds,-2.7,24.2,12.2
HSBC Business Cycles Fund,,Equity,Sectoral / Thematic Mutual Funds,7,28,8.7
Aditya Birla SL Manufacturing Equity Fund,,Equity,Sectoral / Thematic Mutual Funds,-2.9,21.7,6.8
ICICI Pru Multicap Fund,,Equity,Multi Cap Funds,5.7,29.1,11.8
Taurus Nifty 50 Index Fund,,Other,Index Funds,1.2,25.8,12.3
Nippon India US Equity Opportunities Fund,,Equity,Sectoral / Thematic Mutual Funds,1.7,32.4,13.3
ICICI Pru Long Term Wealth Enhancement Fund,,Equity,ELSS Mutual Funds,-0.7,33.7,11.3
Franklin India Opportunities Fund,,Equity,Sectoral / Thematic Mutual Funds,7.9,31,11.5
UTI-Transportation & Logistics Fund,,Equity,Sectoral / Thematic Mutual Funds,14.1,32.9,5.1
JM Equity Hybrid Fund,,Hybrid,Aggressive Hybrid Mutual Funds,8,29.5,11.1
JM Equity Hybrid Fund,,Hybrid,Aggressive Hybrid Mutual Funds,8,29.5,11.1
JM Equity Hybrid Fund,,Hybrid,Aggressive Hybrid Mutual Funds,8,29.5,11.1
ICICI Pru FMCG Fund,,Equity,Sectoral / Thematic Mutual Funds,21.1,24.5,13.5
PGIM India GEO Fund,,Other,FoFs Overseas,-7.9,18.9,14.1
ICICI Pru Global Stable Equity Fund,,Other,FoFs Overseas,3.4,18,10.3
Mahindra Manulife Consumption Fund,,Equity,Sectoral / Thematic Mutual Funds,5.7,21.3,
Aditya Birla SL Inter Equity – Plan B-Direct Growth,,Equity,Sectoral / Thematic Mutual Funds,-4.1,22.7,7.6
UTI-MNC Fund,,Equity,Sectoral / Thematic Mutual Funds,3.3,18.1,7.9
UTI-Dual Advantage FTF Sr.IV-IV(1997Days,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
Franklin India Feeder – Franklin U.S. Opp.-Dir Growth,,Other,FoFs Overseas,-12.1,17.4,11.6
Aditya Birla SL Inter Equity – Plan A-Direct Growth,,Equity,Sectoral / Thematic Mutual Funds,0.9,17.7,10.4
Edelweiss Greater China Equity Off-Shore Fund,,Other,FoFs Overseas,-4.1,9,6.1
Sundaram Global Brand Fund,,Other,FoFs Overseas,2.4,20.5,7.7
Edelweiss Equity Savings Fund,,Hybrid,Equity Savings Mutual Funds,4.4,12.2,9
Aditya Birla SL Regular Savings Fund,,Hybrid,Conservative Hybrid Mutual Funds,3.6,13.9,7.6
Invesco India – Invesco GEI Fund,,Other,FoFs Overseas,9.5,24.4,9.5
SBI PSU Fund,,Equity,Sectoral / Thematic Mutual Funds,16,26.3,7.4
UTI-Retirement Benefit Pension Plan – Direct,,Solution Oriented,Retirement Funds,5.2,17.2,7.5
HDFC FMP-1846Days,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
HDFC FMP-1487Days,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
DSP Global Allocation Fund,,Other,FoFs Overseas,0.6,12.6,7.9
Nippon India Fixed Horizon – XXXX – Sr.16,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
Franklin India Life Stage Fund,,Other,FoFs Domestic,-0.7,33.7,11.3
HDFC Housing Opportunities Fund,,Equity,Sectoral / Thematic Mutual Funds,9.8,27.1,7.9
ICICI Pru Capital Protection Orient. XI-A DirGrowth,,Hybrid,Conservative Hybrid Mutual Funds,0.2,32.6,12.4
Nippon India Fixed Horizon – XXXX – Sr.19,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
Nippon India Fixed Horizon – XLI – Sr.4,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
Nippon India Fixed Horizon – XXXVIII-Sr.10,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
Nippon India Fixed Horizon – XXXX – Sr.12,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
SBI CPO Fund,,Hybrid,Conservative Hybrid Mutual Funds,1.7,32.4,13.3
ICICI Pru Capital Protection Orient. XIV-A Dir Growth,,Hybrid,Conservative Hybrid Mutual Funds,1.7,32.4,13.3
Edelweiss Europe Dynamic Equity Offshore – Dir Growth,,Other,FoFs Overseas,9.2,25.2,7.6
UTI-FTI – Series XXXI-II(1222Days,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
UTI-FTI – Series XXXI-IX(1168Days,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
UTI-FTI – Series XXXI-V(1174Days,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
Nippon India Fixed Horizon – XXXX – Sr.8,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
UTI-FTI – Series XXXI-IV(1204Days,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
SBI CPO Fund,,Hybrid,Conservative Hybrid Mutual Funds,1.7,32.4,13.3
Nippon India Retirement Fund,,Solution Oriented,Retirement Funds,1.3,25.3,6.7
Bandhan Asset Allocation FoF – Moderate – Direct Growth,,Other,FoFs Domestic,1.3,12.7,6.9
Nippon India Fixed Horizon – XXXVIII-Sr.2,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
ICICI Pru FMP – Sr.85-1185Days,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
Bandhan FTP – Sr.179,,Debt,Fixed Maturity Plans,4.4,6.2,
ICICI Pru FMP – Sr.85,,Debt,Fixed Maturity Plans,4.4,6.2,
HDFC FMP-1344Days,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
ICICI Pru FMP – Sr.84-1235Days,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
SBI FMP – Series 1 (3668 Days) – Direct Growth,,Debt,Fixed Maturity Plans,4.8,6.2,
Nippon India Fixed Horizon – XLI – Sr.8,,Debt,Fixed Maturity Plans,4.6,6.1,
Franklin India LDF – Direct (G)(Wound up),,Debt,Low Duration Funds,1.7,32.4,13.3
UTI-FTI – Series XXXI-VII(1155Days,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
ICICI Pru FMP – Sr.84-1287Days,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
ICICI Pru FMP – Sr.83-1735Days,,Debt,Fixed Maturity Plans,5.1,6.8,
UTI-FTI – Series XXXI-XII(1148Days,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
Franklin India USB – Direct (G) (Wound up),,Debt,Ultra Short Duration Funds,1.7,32.4,13.3
Kotak FMP – Series 256 – 1250Days,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
HSBC Asia Pacific (Ex Japan) DYF – Direct Growth,,Other,FoFs Overseas,-4.2,13.6,5.7
UTI-Unit Linked Insurance Plan – Direct,,Hybrid,Dynamic Asset Allocation or Balanced Advantage,-0.7,13.1,6.2
L&T FMP – Series XVIII – Plan C – Direct Growth,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
ICICI Pru FMP – Sr.85-1140Days,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
UTI-FTI – Series XXXI-XIII(1127Days,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
Nippon India Fixed Horizon – XXXVII-Sr.9,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
IDFC FTP – Sr.178,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
Franklin India FMP – Sr.5,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
IDFC FTP – Sr.177,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
IDFC FTP – Sr.176,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
Franklin India FMP – Sr.6,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
Invesco India FMP – Sr.XXXI – Plan D – Dir Growth,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
ICICI Pru Constant Maturity Gilt Fund,,Debt,Gilt Fund with 10 year Constant duration,3.1,5.2,8.4
UTI-FTI – Series XXX-XII(1254Days,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
Nippon India Fixed Horizon – XXXIX – Sr.5,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
Nippon India Fixed Horizon – XXXX – Sr.3,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
Franklin India FMP – Sr.5,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
Franklin India FMP – Sr.5,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
UTI-FTI – Series XXXI-X(1168Days,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
ICICI Pru FMP – Sr.84-1204Days,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
SBI Debt Fund,,Debt,Fixed Maturity Plans,5.6,7,
ICICI Pru FMP – Sr.85-1156Days,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
Nippon India Fixed Horizon – XXXIX – Sr.11,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
Franklin India FMP – Sr.5,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
HSBC FTS – Series 140 – Direct Growth,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
ICICI Pru FMP – Sr.84-1272Days,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
SBI Debt Fund,,Debt,Fixed Maturity Plans,5.6,7.1,
ICICI Pru FMP – Sr.85-1197Days,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
Invesco India FMP – Sr.XXXIII – Plan D – Dir Growth,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
Nippon India Banking & PSU Debt Fund,,Debt,Banking and PSU Mutual Funds,4.2,6.9,7.4
Nippon India GSF – Dir-Auto Annual Reinvest,,Debt,Gilt Mutual Funds,4.4,5.5,8.3
Nippon India Fixed Horizon – XXXX – Sr.1,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
Nippon India Fixed Horizon – XXXX – Sr.5,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
ICICI Pru FMP – Sr.84-1288Days,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
ICICI Pru FMP – Sr.84-1279Days,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
Kotak FMP – Series 248 – 1300Days,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
ICICI Pru FMP – Sr.84-1247Days,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
Nippon India Fixed Horizon – XXXX – Sr.14,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
ICICI Pru FMP – Series 74 – 9 Years Plan U-DirGrowth,,Debt,Fixed Maturity Plans,5,6.2,7.6
ICICI Pru FMP – Sr.85-1168Days,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
ICICI Pru FMP – Sr.85-1175Days,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
Kotak FMP – Series 250 – 1314Days,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
SBI FMP – Series 3 (1179Days,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
Aditya Birla SL FTP – Series SN – Direct Growth,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
Kotak FMP – Series 265 – 1194Days,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
HSBC FTS – Series 139 – Direct Growth,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
Kotak FMP – Series 252 – 1261Days,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
Kotak FMP – Series 226 – 1470 Days – Direct Growth,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
Nippon India Fixed Horizon – XXXX – Sr.15,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
Nippon India Fixed Horizon – XXXIX – Sr.8,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
Kotak FMP – Series 259 – 1265Days,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
SBI FMP – Series 2 (1178Days,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
Nippon India Fixed Horizon – XXXIX – Sr.9,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
SBI Debt Fund,,Debt,Fixed Maturity Plans,5.6,6.9,
HDFC FMP-1381Days,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
Kotak FMP – Series 257 – 1267Days,,Debt,Fixed Maturity Plans,1.7,32.1,13.5
SBI Debt Fund,,Debt,Fixed Maturity Plans,5.8,6.9,
ICICI Pru FMP – Sr.84-1254Days,,Debt,Fixed Maturity Plans,1.7,32.1,13.5
Kotak FMP – Series 261 – 1265Days,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
SBI Debt Fund,,Debt,Fixed Maturity Plans,5.7,6.7,
Aditya Birla SL FTP – Series PU – Direct Growth,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
Kotak FMP – Series 253 – 1260Days,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
Aditya Birla SL FTP – Series PV – Direct Growth,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
Kotak FMP – Series 255 – 1250Days,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
Kotak FMP – Series 254 – 1250Days,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
L&T FMP – Series XVII – Plan B – Direct Growth,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
HDFC FMP-1372Days,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
UTI-FTI – Series XXXI-VI(1167Days,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
HDFC FMP-1100Days,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
Nippon India Fixed Horizon – XXXX – Sr.17,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
SBI Debt Fund,,Debt,Fixed Maturity Plans,5.6,6.9,
Kotak FMP – Series 251 – 1265Days,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
ICICI Pru FMP – Sr.85-1143Days,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
SBI Debt Fund,,Debt,Fixed Maturity Plans,5.6,6.7,
Franklin India Pension Plan – Direct Growth,,Solution Oriented,Retirement Funds,4.4,10.9,7.5
Kotak FMP – Series 263 – 1203Days,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
UTI-FTI – Series XXXI-VIII(1153Days,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
Kotak Global Emerging Market Fund,,Other,FoFs Overseas,-7.4,13.4,2.4
SBI Debt Fund,,Debt,Fixed Maturity Plans,5,6.8,
DSP FMP – Series 251 – 38Mth,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
SBI Debt Fund,,Debt,Fixed Maturity Plans,4.8,6.8,
Aditya Birla SL Tax Plan – Direct Growth,,Equity,ELSS Mutual Funds,-4.1,15.3,4.8
SBI Debt Fund,,Debt,Fixed Maturity Plans,5.6,6.6,
UTI-FTI – Series XXXI-XI(1169Days,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
SBI Debt Fund,,Debt,Fixed Maturity Plans,4.9,6.7,
HDFC FMP – 3360Days,,Debt,Fixed Maturity Plans,4.7,5.7,7.2
SBI Debt Fund,,Debt,Fixed Maturity Plans,5.1,6.6,
Bandhan GSF Constant Maturity Plan – Direct Growth,,Debt,Gilt Fund with 10 year Constant duration,2.9,4.7,8.2
PGIM India FDF – Sr.BA – Direct Growth,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
Nippon India Nivesh Lakshya Fund,,Debt,Long Duration Funds,5.2,4.9,
SBI Magnum Constant Maturity Fund,,Debt,Gilt Fund with 10 year Constant duration,3.7,4.9,7.8
Aditya Birla SL MNC Fund,,Equity,Sectoral / Thematic Mutual Funds,-4.7,11.6,4.7
IDFC FTP – Sr.152,,Debt,Fixed Maturity Plans,1.2,30.7,13
HSBC Global Emerging Markets Fund,,Other,FoFs Overseas,-12.4,12.9,2.7
Nippon India Retirement Fund,,Solution Oriented,Retirement Funds,4,8.4,7.4
DSP World Agriculture Fund,,Other,FoFs Overseas,-11.1,11.1,4.7
Aditya Birla SL Credit Risk Fund,,Debt,Credit Risk Funds,8.7,9,7.2
ICICI Pru Long Term Bond Fund,,Debt,Long Duration Funds,3.7,4.4,7.1
Nippon India Japan Equity Fund,,Equity,Sectoral / Thematic Mutual Funds,-2.8,13.6,5.4
Nippon India Japan Equity Fund,,Equity,Sectoral / Thematic Mutual Funds,-2.8,13.6,5.4
DSP 10Y G-Sec – Dir Growth,,Debt,Gilt Fund with 10 year Constant duration,2.8,3.5,6.4
Invesco India – Invesco PEE Fund,,Other,FoFs Overseas,14.1,25,6.2
JM Dynamic Bond Fund,,Debt,Dynamic Bond,4.8,6,6.1
Franklin India Dynamic Accrual – Dir (G)(Wound up),,Debt,Dynamic Bond,1.7,32.4,13.3
L&T Ultra Short Term Fund,,Debt,Ultra Short Duration Funds,1.7,32.4,13.3
Invesco India Arbitrage Fund,,Hybrid,Arbitrage Mutual Funds,6.4,5,5.6
Nippon India Interval Fund,,Debt,Fixed Maturity Plans,5.4,4.7,5.8
Bank of India Ultra Short Duration Fund,,Debt,Ultra Short Duration Funds,5.2,4.7,5.7
Franklin India Credit Risk Fund,,Debt,Credit Risk Funds,3.8,8.8,5.8
HDFC Arbitrage Fund,,Hybrid,Arbitrage Mutual Funds,5.6,4.5,5.2
Edelweiss ASEAN Equity Off-Shore Fund,,Other,FoFs Overseas,2.4,19,3.8
Edelweiss Liquid Fund,,Debt,Liquid Mutual Funds,5.6,4.4,5.4
Nippon India Interval Fund,,Debt,Fixed Maturity Plans,6.1,4.5,5.5
Navi Liquid Fund,,Debt,Liquid Mutual Funds,5.6,4.2,5.2
UTI-Fixed Income Interval – Annual-Sr.III -Dir Growth,,Debt,Fixed Maturity Plans,5.3,4.2,4.9
Canara Robeco Liquid Fund,,Debt,Liquid Mutual Funds,5.7,4.1,5.2
UTI-Fixed Income Interval – Annual-Sr.II -Dir Growth,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
DSP World Energy Fund,,Other,FoFs Overseas,10.1,28,6.9
UTI-Fixed Income Interval – Annual-Sr.IV -DirGrowth,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
Aditya Birla SL Interval Income-Qrtly-Sr.I-Dir Growth,,Debt,Fixed Maturity Plans,6.8,4.4,5.3
Nippon India Interval Fund,,Debt,Fixed Maturity Plans,5.4,3.9,5
Franklin Asian Equity Fund,,Equity,Sectoral / Thematic Mutual Funds,-6.5,9.1,2.3
Nippon India Interval Fund,,Debt,Fixed Maturity Plans,5.9,4.1,5.1
Nippon India Interval Fund,,Debt,Fixed Maturity Plans,6.1,4,5.1
UTI-Fixed Income Interval – Qrtly-Sr.III – Dir Growth,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
UTI-Fixed Income Interval -Sr.II-Qrtly VI – DirGrowth,,Debt,Fixed Maturity Plans,5.4,3.8,5
JM Arbitrage Fund,,Hybrid,Arbitrage Mutual Funds,5.4,3.7,4.5
JM Arbitrage Fund,,Hybrid,Arbitrage Mutual Funds,5.4,3.7,4.5
JM Arbitrage Fund,,Hybrid,Arbitrage Mutual Funds,5.4,3.7,4.5
JM Arbitrage Fund,,Hybrid,Arbitrage Mutual Funds,5.4,3.7,4.5
UTI-Fixed Income Interval – Qrtly-Sr.I – Dir Growth,,Debt,Fixed Maturity Plans,5.5,3.8,4.8
Franklin India STI – Direct (G) (Wound up),,Debt,Short Duration Funds,4.7,7.7,5.4
UTI-Fixed Income Interval -Sr.II-Qrtly V – Dir Growth,,Debt,Fixed Maturity Plans,5.4,3.8,4.8
Nippon India Interval Fund,,Debt,Fixed Maturity Plans,5.7,3.7,5
UTI-Fixed Income Interval -Sr.II-Qrtly IV – DirGrowth,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
UTI-Fixed Income Interval – Annual-Sr.I – Dir Growth,,Debt,Fixed Maturity Plans,4.9,5.3,4.5
UTI-Fixed Income Interval – Half Yrly-Sr.I-DirGrowth,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
UTI-Fixed Income Interval -Sr.II-Qrtly VII -DirGrowth,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
UTI-Fixed Income Interval-Monthly-Sr.I-Dir Growth,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
UTI-Fixed Income Interval-Monthly-Sr.II-DirGrowth,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
UTI-Fixed Income Interval – Half Yrly-Sr.II-DirGrowth,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
Edelweiss Emerging Markets Opportunities Equity Offshore Fund,,Other,FoFs Overseas,-6.2,7.6,1.6
Aditya Birla SL Global Excellence Equity Fund,,Other,FoFs Overseas,-3.5,16.5,5.5
Franklin India Feeder – TEO Fund,,Other,FoFs Overseas,2.3,15.4,-0.5
PGIM India Emerging Markets Equity Fund,,Other,FoFs Overseas,-19,2.9,-2.9
HSBC Brazil Fund,,Other,FoFs Overseas,-16.1,4.5,-6.2
ITI Multi Cap Fund,,Equity,Multi Cap Funds,6.7,20.5,
SBI CPO Fund,,Hybrid,Conservative Hybrid Mutual Funds,3.9,9.1,
Aditya Birla SL FTP – Series SO – Direct Growth,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
SBI FMP – Series 6 (3668Days,,Debt,Fixed Maturity Plans,4.5,5.9,
UTI-FTI – Series XXXI-XIV(1111Days,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
DSP Quant Fund,,Equity,Sectoral / Thematic Mutual Funds,-4.3,21.2,
SBI FMP – Series 7 (1175Days,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
UTI-FTI – Series XXXI-XV(1099Days,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
SBI FMP – Series 8 (1178Days,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
ICICI Pru MNC Fund,,Equity,Sectoral / Thematic Mutual Funds,1.3,33,
Nippon India Fixed Horizon – XLI – Sr.10,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
Nippon India Fixed Horizon – XLI – Sr.11,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
SBI CPO Fund,,Hybrid,Conservative Hybrid Mutual Funds,3.8,9.2,
UTI-FTI – Series XXXII-I(1126Days,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
Quantum India ESG Equity Fund,,Equity,Sectoral / Thematic Mutual Funds,-0.7,26,
Aditya Birla SL Pharma & Healthcare Fund,,Equity,Sectoral / Thematic Mutual Funds,-9.2,19.2,
UTI-FTI – Series XXXII-II(1111Days,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
SBI FMP – Series 9 (1178Days,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
Nippon India Fixed Horizon – XLI – Sr.12,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
SBI FMP – Series 10 (1178Days,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
SBI FMP – Series 11 (1178Days,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
SBI FMP – Series 12 (1179Days,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
SBI FMP – Series 13 (1108Days,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
SBI FMP – Series 14 (1102Days,,Debt,Fixed Maturity Plans,5.3,6.9,
SBI FMP – Series 15 (1123Days,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
SBI FMP – Series 16 (1116Days,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
SBI FMP – Series 17 (1116Days,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
SBI CPO Fund,,Hybrid,Conservative Hybrid Mutual Funds,3.9,9.7,
SBI FMP – Series 18 (1108Days,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
SBI CPO Fund,,Hybrid,Conservative Hybrid Mutual Funds,4,9.6,
ICICI Pru Global Advantage Fund,,Other,FoFs Overseas,-2.1,11.2,
ICICI Pru Commodities Fund,,Equity,Sectoral / Thematic Mutual Funds,8.7,57.1,
Nippon India Equity Hybrid Fund,,Hybrid,Aggressive Hybrid Mutual Funds,,,
Nippon India Equity Savings Fund,,Hybrid,Equity Savings Mutual Funds,,,
Nippon India Equity Savings Fund,,Hybrid,Equity Savings Mutual Funds,,,
SBI FMP – Series 19 (1115Days,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
SBI FMP – Series 20 (1109Days,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
Kotak Pioneer Fund,,Equity,Sectoral / Thematic Mutual Funds,,33.7,
SBI FMP – Series 21 (1109Days,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
SBI FMP – Series 22 (1106Days,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
SBI FMP – Series 23 (1106Days,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
SBI FMP – Series 24 (1107Days,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
SBI FMP – Series 25 (1120Days,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
SBI FMP – Series 26 (1112Days,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
Aditya Birla SL Credit Risk Fund,,Debt,Credit Risk Funds,1.7,32.4,13.3
Aditya Birla SL Credit Risk Fund,,Debt,Credit Risk Funds,1.7,32.4,13.3
Aditya Birla SL Dynamic Bond Fund,,Debt,Dynamic Bond,1.7,32.4,13.3
Aditya Birla SL Medium Term Plan-SegPF1-DirGrowth,,Debt,Medium Duration Funds,1.7,32.4,13.3
JM Overnight Fund,,Debt,Overnight Mutual Funds,5.3,3.9,
Aditya Birla SL PSU Equity Fund,,Equity,Sectoral / Thematic Mutual Funds,16.5,33.5,
BHARAT Bond FOF – April 2030 – Direct Growth,,Other,FoFs Domestic,3.9,7.5,
ICICI Pru FMP – Sr.87-1214Days,,Debt,Fixed Maturity Plans,5.2,7.3,
Tata Quant Fund,,Equity,Sectoral / Thematic Mutual Funds,4.1,14.5,
SBI FMP – Series 27 (1203Days,,Debt,Fixed Maturity Plans,4.9,7.2,
